date,startup,vertical,subvertical,city,Investor,Type,amount,year,month,quarter
2018-06-05,zoctr,healthcare,online healthcare aggregator,mumbai,nb ventures and others,seed/ angel funding,0.0Cr,2018,6,2
2018-06-07,annapurna finance,finance,non-banking financial company,bhubneswar,oman india joint investment fund (oijif),private equity,204.7Cr,2018,6,2
2018-06-07,meesho,consumer internet,online marketplace for resellers,bengaluru,sequoia capital india,private equity,102.35Cr,2018,6,2
2018-06-10,aye finance,finance,online lending platform,gurugram,capitalg saif partners and lgt impact ventures,private equity,191.35Cr,2018,6,2
2018-06-11,theranosis,healthcare,specialised diagnostics platform,hyderabad,mumbai angels network,seed/ angel funding,0.0Cr,2018,6,2
2018-06-12,alpha capital,finance,supplychain finance,mumbai,alpha capital,private equity,131.72Cr,2018,6,2
2018-06-12,eshakti,e-commerce,fashion e-tailer,chennai,paragon partners individual investors,private equity,89.89Cr,2018,6,2
2018-06-12,daily ninja,consumer internet,hyperlocal delivery platform,bengaluru,saama capital and sequoia capital,seed/ angel funding,26.7Cr,2018,6,2
2018-06-13,nirogstreet,healthcare,an online platform that connects ayurveda doctors with patients,gurugram,spiral ventures subho ray and samir kumar,seed/ angel funding,2.67Cr,2018,6,2
2018-06-13,nivesh,finance,mass market mutual fund investment platform,noida,letsventure rajan anandan basab pradhan vivek khare and bijoy george,seed/ angel funding,4.005Cr,2018,6,2
2018-06-13,what\\xe2\\x80\\x99s up life,consumer internet,"a local discovery app for dining-out, party, leisure and events",gurugram,rannvijay singha,seed/ angel funding,0.0Cr,2018,6,2
2018-06-14,homelane,consumer internet,online home furnishing solutions,bengaluru,brand capital siddhivinayak skyscrapers dinesh r challa,seed/ angel funding,30.705Cr,2018,6,2
2018-06-14,network intelligence,technology,cybersecurity specialist,mumbai,helix investments,private equity,42.72Cr,2018,6,2
2018-06-18,tynor othontics,healthcare,prosthetics manufacturers,chandigarh,lighthouse,private equity,186.9Cr,2018,6,2
2018-06-18,elucidata,it,data analytics (saas),delhi & cambridge,hyperplane venture capital and several angel investors,seed/ angel funding,15.13Cr,2018,6,2
2018-06-19,chrysalis,ed-tech,education services provider,pune,menterra venture and artha initiatives,seed/ angel funding,0.0Cr,2018,6,2
2018-06-19,rentsher,consumer internet,online rental marketplace,bengaluru,shorooq investments letsventure and others,seed/ angel funding,9.79Cr,2018,6,2
2018-06-20,drip capital,finance,trade finance firm,mumbai,accel partners sequoia india y combinator and others,private equity,133.5Cr,2018,6,2
2018-06-22,wickedride,consumer internet,online motorbike and scooter rental platforms,bengaluru,sequoia capital accel partners and raghunandan gangappa,private equity,80.99Cr,2018,6,2
2018-06-25,policybazaar,consumer internet,online insurance selling platform,gurugram,softbank vision fund,private equity,1780.0Cr,2018,6,2
2018-06-25,hipbar,consumer internet,digital payment platform for beverage delivery,bengaluru,diageo india,private equity,35.6Cr,2018,6,2
2018-06-25,sqqrl,finance,app-based investment platform,gurugram,equanimity venture fund,seed/ angel funding,8.9Cr,2018,6,2
2018-06-26,paytm,technology,digital payment platform,noida,one 97 communications,private equity,79.655Cr,2018,6,2
2018-06-26,sigtuple,healthcare,data driven intelligence solutions platform,bengaluru,accel partners idg venture endiya partners pi ventures vh capital axilor ventures and binny bansal,private equity,169.1Cr,2018,6,2
2018-06-27,wow express,technology,e-commerce logistics platform,mumbai,undisclosed,private equity,40.05Cr,2018,6,2
2018-06-28,front desk ai,technology,an ai platform offering automated customer service software,bengaluru,speciale invest and others,seed/ angel funding,9.79Cr,2018,6,2
2018-06-28,edureka,ed-tech,online education platform,bengaluru,leo capital,seed/ angel funding,17.8Cr,2018,6,2
2018-06-29,numeroseven,technology,an artificial intelligence-based recruitment platform,kolkatta,shiva gunapu and others,seed/ angel funding,0.0Cr,2018,6,2
2018-05-02,opentap,finance,online lending platform,chennai,unknown high net-worth individuals,seed / angel funding,4.005Cr,2018,5,2
2018-05-02,bizongo,consumer internet,aggregator for packaging material,mumbai,b capital international finance corporation (ifc) accel partners and idg ventures,private equity,195.8Cr,2018,5,2
2018-05-03,disprz,it,saas,chennai,ilandfs private equity kae capital and others,seed / angel funding,22.25Cr,2018,5,2
2018-05-07,paisadukan,consumer internet,p2p lending platform,mumbai,undisclosed,seed / angel funding,2.0025Cr,2018,5,2
2018-05-09,i3sysytems,technology,ai product company for health and life insurane companies,mumbai,unitus ventures behram vakil and jerxis vandrevala,seed / angel funding,8.9Cr,2018,5,2
2018-05-11,earth food,consumer internet,agri-tech,pune,rairah corporation,seed / angel funding,8.4461Cr,2018,5,2
2018-05-14,nykaa,consumer internet,beauty e-tailer,mumbai,sunil munjal harsh mariwala dalip pathak and others,private equity,213.6Cr,2018,5,2
2018-05-16,mfine,healthcare,doctor-consultation app,bengaluru,prime venture partners stellaris venture partners and mayur abhaya srisrimal,private equity,37.38Cr,2018,5,2
2018-05-21,rocketium,technology,online video creation platform,bengaluru,blume ventures,seed/ angel funding,2.67Cr,2018,5,2
2018-05-21,milkbasket,technology,micro-delivery grocery startup,gurugram,kalaari capital unilever ventures and blume ventures,private equity,62.3Cr,2018,5,2
2018-05-22,vola,finance,micro lending platform,bengaluru,credika and unnamed angel investors,seed/ angel funding,4.45Cr,2018,5,2
2018-05-22,cashkumar,consumer internet,p2p lending platform,bengaluru,letsventure mumbai angels,seed/ angel funding,6.5415Cr,2018,5,2
2018-05-23,edyoo,e-commerce,products for shoolgoing children,bengaluru,rs shanbag,seed/ angel funding,6.5415Cr,2018,5,2
2018-05-23,aashiyaan,finance,housing finance for low-income families,kolkata,insistor oikocredit,seed/ angel funding,17.8Cr,2018,5,2
2018-05-24,smartivity,ed-tech,designer of toys and learning projects for kids,delhi,ashish kacholi s chand group,seed/ angel funding,17.8Cr,2018,5,2
2018-05-24,bonphulapl,clean-tech,oxygen optimiser manufacturer,delhi,atul gupta and saurabh rastogi,seed/ angel funding,2.6077Cr,2018,5,2
2018-05-27,acko,consumer internet,online insurance platform,mumbai,amazon ashish dhawan catamaran ventures nr narayana murthy,seed/ angel funding,106.8Cr,2018,5,2
2018-05-28,hwell24,healthcare,home healthcare aggregator,mumbai,prashant mehta mitali pawar nikhil g and bhavesh p r ranganathan oncotrust and medintel services pvt ltd,seed/ angel funding,1.78Cr,2018,5,2
2018-05-29,toffee,consumer internet,online insurance platform,gurugram,kalaari capital omidyar network and accion venture labs,seed/ angel funding,13.35Cr,2018,5,2
2018-05-29,tonetag,technology,mobile payments technology platform,bengaluru,amazon inc and mastercard,private equity,71.2Cr,2018,5,2
2018-05-30,events high,consumer internet,events and activities discovery platform,bengaluru,treebo,private equity,0.0Cr,2018,5,2
2018-05-30,stellaps,technology,iot application platform in agriculture,bengaluru,indusage partners bill and melinda gates foundation qualcomm venture abb technology ventures omnivore blume ventures venture highway and beenext,private equity,124.6Cr,2018,5,2
2018-05-31,credright,consumer internet,lending platform for smes,hyderabad,accion venture lab yournest venture capital and other angel investors,seed/ angel funding,11.57Cr,2018,5,2
2018-04-02,fitternity,consumer internet,online fitness discovey platform,mumbai,exfinity venture saha fund partners arihant patni of patni family office anjali bansal shardul amarchand mangaldas satish khanna and taparia family office,private equity,17.8Cr,2018,4,2
2018-04-02,synctag,technology,social media anlaytics platform,coimbatore,subhkam ventures and mohit khadaria,seed / angel funding,2.73764Cr,2018,4,2
2018-04-02,benepik,technology,enhanced employee engagement platform,gurugram,vishal bali yogesh misra thomas assessments and others,seed / angel funding,0.0Cr,2018,4,2
2018-04-02,finzy,consumer internet,online loan matchmaking platform,bengaluru,undisclosed,seed / angel funding,11.57Cr,2018,4,2
2018-04-04,varthana,finance,loans and services to affordable private schools in india,bengaluru,chryscapital existing investors elevar equity lgt impact omidyar network and kaizen private equity also participated in the round,private equity,489.5Cr,2018,4,2
2018-04-05,indigolearn,ed-tech,online education platform,hyderabad,maheshwar peri founder and chairman of career information portal careers360 and jamshed jeejeebhoy director at byramjee jeejeebhoy pvt ltd were among the angels,seed / angel funding,1.335Cr,2018,4,2
2018-04-05,vedantu,ed-tech,interactive online tutoring platform,bangalore,accel partners tiger global and others,private equity,89.0Cr,2018,4,2
2018-04-09,kaleidofin,fiinance,digital financial services platform,chennai,omidyar network blume ventures and professor shlomo ben-haim,seed / angel funding,24.92Cr,2018,4,2
2018-04-09,pipabella,consumer internet,fashion accessories etailer,mumbai,fireside ventures,seed / angel funding,8.9Cr,2018,4,2
2018-04-09,elemential,technology,blockchain platform,mumbai,matrix partner amrish rau investopad digital currency group hinduja group lightspeed india eight innovate amit ranjan prashant malik and others,seed / angel funding,0.0Cr,2018,4,2
2018-04-09,kriger campus,ed-tech,mobile-based education network,delhi,undisclosed,seed / angel funding,0.410646Cr,2018,4,2
2018-04-10,loanzen,finance,digital lending platform in logistics,bengaluru,kae capital management,seed / angel funding,0.0Cr,2018,4,2
2018-04-10,traveltriangle,consumer internet,online travel marketplace,gurugram,fundamentum saif partners bessemer venture partners rb investments and others,private equity,106.8Cr,2018,4,2
2018-04-12,letsmd,healthcare,platform to discover healthcare financing options,delhi,sri capital waterbridge ventures and thinkuvate,seed / angel funding,8.9Cr,2018,4,2
2018-04-12,aye finance,finance,online lending platform,gurugram,blueorchard finance ltd hinduja leyland finance and intellegrow,debt funding,40.94Cr,2018,4,2
2018-04-13,mintifi,finance,online lending platform,mumbai,leo capital,seed / angel funding,17.8Cr,2018,4,2
2018-04-16,icanstay,consumer internet,online platform for luxury hotel stay for business travelers,delhi,mr manoj prasad,seed / angel funding,4.45Cr,2018,4,2
2018-04-16,pregbuddy,healthcare,connected care app for pregnant women,bengaluru,rajan anandan madhusudhan kannan jayant kadambi puneet gupta and pradeep k jaisingh,seed / angel funding,0.0Cr,2018,4,2
2018-04-18,coverfox,consumer internet,online insurance aggregator,mumbai,international finance corporation transamerica and others,private equity,195.8Cr,2018,4,2
2018-04-19,lenskart,consumer internet,online eyewear retailer,faridabad,tr capital,private equity,0.0Cr,2018,4,2
2018-04-19,mamaearth,healthcare,online baby care products,gurugram,shilpa shetty kundra,private equity,0.0Cr,2018,4,2
2018-04-19,fyle technologies,technology,ai based expense management platform,bengaluru,pravega ventures and beenext,seed / angel funding,9.79Cr,2018,4,2
2018-04-19,true balance,technology,mobile balance checking app,gurugram,line ventures corporation line corp naver shinhan bank and ts investment,private equity,204.7Cr,2018,4,2
2018-04-22,visit,healthcare,ai driven health tech platform,delhi,biz stone kunal bahl rohit bansal alagu periyannan and karthee madasamy,private equity,0.0Cr,2018,4,2
2018-04-22,doxper,healthcare,digitized health-tech solutions for practitioners,mumbai,vidal healthcare,seed / angel funding,16.91Cr,2018,4,2
2018-04-22,nykaa,consumer internet,beauty e-tailer,mumbai,sunil munjal harsh mariwala dalip pathak and others,private equity,97.9Cr,2018,4,2
2018-04-23,mihuru,finance,online platform providing micro loans for air travel,mumbai,undisclosed,seed / angel funding,1.335Cr,2018,4,2
2018-04-23,capital float,finance,online lending platform,bengaluru,amazon fidelity growth partners mousse partners,private equity,195.8Cr,2018,4,2
2018-04-25,trip shelf,consumer internet,online travel marketplace,delhi,gems advisory alok mittal and sachin bhatia,seed / angel funding,2.1894Cr,2018,4,2
2018-04-26,popxo,technology,women focussed digital media platform,delhi,neoplux oppo idg ventures india kalaari capital gree ventures and summit media,private equity,48.95Cr,2018,4,2
2018-04-26,railyatri,consumer internet,online travel ticketing platform,noida,omidyar network nandan nilekani blume ventures helion venture partners,private equity,0.0Cr,2018,4,2
2018-04-27,1mg,consumer internet,online pharmacy store,gurugram,sequoia capital maverick capital ltd and hbm healthcare investments ltd,private equity,89.0Cr,2018,4,2
2018-04-29,rubique,consumer internet,online lending marketplace,mumbai,emery capital blacksoil and kalaari capital,private equity,0.0Cr,2018,4,2
2018-04-30,samco,consumer internet,online stock broker,mumbai,bay capital investments and others,private equity,66.75Cr,2018,4,2
2018-04-30,myloancare,finance,b2c online loans marketplace,gurgaon,sar group,seed / angel funding,8.7042Cr,2018,4,2
2018-03-01,pharmeasy,consumer internet,online pharmacy store,mumbai,bessemer venture partners and orios venture partners jm financials and memg,private equity,0.0Cr,2018,3,1
2018-03-01,buddy4studdy,consumer internet,online scholarship portal,noida,cba capital and others,private equity,26.7Cr,2018,3,1
2018-03-01,urban ladder,e-commerce,online furniture store,bengaluru,sequoia capital saif partners and kalaari capital,private equity,106.8Cr,2018,3,1
2018-03-03,kuvera,consumer internet,online financial planning,bengaluru,baskar subramanian saket kumar gaurav suri and ankit kesarwani,seed / angel funding,2.225Cr,2018,3,1
2018-03-04,gramophone,technology,agri-tech,indore,infoedge,seed/angel funding,8.9Cr,2018,3,1
2018-03-05,wellthy,healthcare,therapeutics,mumbai,ranjan pai apoorva patni beenext venturesgrowx ventures,private equity,18.69Cr,2018,3,1
2018-03-05,medgenome,healthcare,"genetic screening, dna diagnostics labs & research centers",bengaluru,hdfc life hdfc asset management,private equity,89.0Cr,2018,3,1
2018-03-05,finova capital,consumer internet,online lending,jaipur,saif partners sequoia capital,private equity,53.4Cr,2018,3,1
2018-03-05,hotelogix,technology,cloud based online hotel management software,noida,vertex ventures,private equity,44.5Cr,2018,3,1
2018-03-04,livehealth,consumer internet,health service aggregator platform,pune,nexus venture partners,seed / angel funding,9.79Cr,2018,3,1
2018-03-06,ad2pro,technology,"creative design, brand, media and technology platform solutions",chennai,avendus finance pvt ltd,debt funding,86.33Cr,2018,3,1
2018-03-06,coverfox,consumer internet,online insurance aggregator,mumbai,aegon nv,private equity,67.64Cr,2018,3,1
2018-03-08,pepperfry,consumer internet,online furniture shopping store,mumbai,state street global advisors,private equity,341.76Cr,2018,3,1
